restaurant_id,name,state,lat,lon,chicken_burrito_price,method
5698,Voyager & Powers,CO,39.02163,-104.81769,9.8,burrito:Chicken Burrito
58,Chapel Hills,CO,38.946376,-104.802166,8.75,burrito:Chicken Burrito
581,Sheridan,CO,39.912443,-105.051281,9.35,burrito:Chicken Burrito
59,Parker,CO,39.518709,-104.770353,9.5,burrito:Chicken Burrito
599,Belleview Promenade,CO,39.62376,-104.896024,9.5,burrito:Chicken Burrito
6,Youngfield,CO,39.763151,-105.140088,9.35,burrito:Chicken Burrito
644,Wadsworth & Hampden,CO,39.660754,-105.080916,9.65,burrito:Chicken Burrito
650,17th & Main,CO,40.189192,-105.101798,9.2,burrito:Chicken Burrito
66,Iliff & Chambers,CO,39.674373,-104.810645,9.5,burrito:Chicken Burrito
67,Tejon,CO,38.833131,-104.823351,9.2,burrito:Chicken Burrito
68,Alameda & Wadsworth,CO,39.710324,-105.08215,9.65,burrito:Chicken Burrito
685,64th Ave. & Ward Rd.,CO,39.811396,-105.139667,9.35,burrito:Chicken Burrito
69,104th & Federal,CO,39.884269,-105.024708,9.65,burrito:Chicken Burrito
7,Tiffany,CO,39.652423,-104.903217,9.35,burrito:Chicken Burrito
71,Ken Caryl,CO,39.580354,-105.135026,9.8,burrito:Chicken Burrito
712,Lambertson Lakes,CO,39.871139,-104.976335,9.65,burrito:Chicken Burrito
73,LODO,CO,39.750284,-104.999073,9.35,burrito:Chicken Burrito
74,88th & Wadsworth,CO,39.856161,-105.082426,9.5,burrito:Chicken Burrito
745,Fitzsimons,CO,39.73993,-104.827753,9.5,burrito:Chicken Burrito
75,Buckley & Quincy,CO,39.640233,-104.792049,9.5,burrito:Chicken Burrito
755,Wildcat,CO,39.537418,-105.013889,9.5,burrito:Chicken Burrito
766,Colfax,CO,39.740578,-105.07842,9.35,burrito:Chicken Burrito
780,Loveland Factory Shops,CO,40.408322,-105.007667,9.65,burrito:Chicken Burrito
822,Taft,CO,40.407528,-105.097842,9.35,burrito:Chicken Burrito
871,I 70 & Tower,CO,39.764052,-104.774668,9.65,burrito:Chicken Burrito
894,29th Street,CO,40.016357,-105.257952,9.15,burrito:Chicken Burrito
896,Union Relo,CO,39.717486,-105.133629,9.65,burrito:Chicken Burrito
9,California,CO,39.745398,-104.991628,9.5,burrito:Chicken Burrito
910,U of N. Colorado,CO,40.412018,-104.691498,9.15,burrito:Chicken Burrito
911,Lowenstein Theatre,CO,39.739977,-104.957214,9.5,burrito:Chicken Burrito
943,Southlands,CO,39.604301,-104.707438,9.5,burrito:Chicken Burrito
946,Grand Junction,CO,39.083535,-108.588004,9.5,burrito:Chicken Burrito
970,Littleton,CO,39.613454,-104.988389,9.8,burrito:Chicken Burrito
1421,West Hartford,CT,41.762015,-72.742908,10.5,burrito:Chicken Burrito
1424,Darien CT,CT,41.090926,-73.45563,9.95,burrito:Chicken Burrito
1518,Glastonbury,CT,41.720467,-72.620982,10.15,burrito:Chicken Burrito
1575,Connecticut Post Mall,CT,41.238459,-73.035398,9.95,burrito:Chicken Burrito
1583,Fairfield CT,CT,41.157041,-73.240621,9.8,burrito:Chicken Burrito
1677,Buckland Hills,CT,41.811828,-72.528248,10.15,burrito:Chicken Burrito
1724,Enfield,CT,41.990546,-72.584436,10.35,burrito:Chicken Burrito
1748,Shoppes at Farmington Valley,CT,41.82352,-72.88427,10.15,burrito:Chicken Burrito
1763,Corbins Corner,CT,41.725602,-72.759226,10.15,burrito:Chicken Burrito
1903,Newington Gateway,CT,41.652349,-72.729538,10.35,burrito:Chicken Burrito
1927,Hamden,CT,41.369121,-72.918123,9.65,burrito:Chicken Burrito
1981,Yale,CT,41.306412,-72.926701,10.15,burrito:Chicken Burrito
2385,Wallingford,CT,41.497032,-72.806633,10.65,burrito:Chicken Burrito
2395,Riverside Commons,CT,41.04235,-73.578371,10.8,burrito:Chicken Burrito
2444,I95 NB Darien,CT,41.080578,-73.461234,11.95,burrito:Chicken Burrito
2559,Bridgeport Steelpointe,CT,41.178449,-73.181922,10.15,burrito:Chicken Burrito
2560,Shelton,CT,41.27582,-73.124023,10.35,burrito:Chicken Burrito
2730,Danbury Mill Plain Road,CT,41.392428,-73.522496,10.35,burrito:Chicken Burrito
2789,West Haven I95,CT,41.271229,-72.972761,10.5,burrito:Chicken Burrito
2827,Branford,CT,41.27763,-72.827453,10.5,burrito:Chicken Burrito
2887,Southington,CT,41.638481,-72.873199,10.5,burrito:Chicken Burrito
3124,Middletown CT,CT,41.554779,-72.679245,10.15,burrito:Chicken Burrito
3126,Wethersfield,CT,41.692542,-72.656257,10.35,burrito:Chicken Burrito
3488,Groton,CT,41.369655,-72.070601,9.5,burrito:Chicken Burrito
3536,Stratford,CT,41.202238,-73.117218,10.8,burrito:Chicken Burrito
3556,Norwich,CT,41.513345,-72.106799,10.35,burrito:Chicken Burrito
3582,Danbury Newtown Road,CT,41.41013,-73.412883,10.5,burrito:Chicken Burrito
3643,Southbury,CT,41.479177,-73.210364,10.65,burrito:Chicken Burrito
3717,New Milford,CT,41.550104,-73.415585,10.95,burrito:Chicken Burrito
3777,Torrington,CT,41.817207,-73.092076,10.5,burrito:Chicken Burrito
3865,Stamford High Ridge,CT,41.11053,-73.54657,10.15,burrito:Chicken Burrito
4069,Bristol,CT,41.698837,-72.894966,10.8,burrito:Chicken Burrito
4070,Mansfield,CT,41.73501,-72.19849,9.8,burrito:Chicken Burrito
4157,Cheshire Rte 10,CT,41.560731,-72.892174,10.5,burrito:Chicken Burrito
4235,Simsbury,CT,41.90074,-72.78692,10.35,burrito:Chicken Burrito
4341,Danbury Sugar Hollow,CT,41.380085,-73.475388,9.95,burrito:Chicken Burrito
4521,Monroe CT,CT,41.302237,-73.224109,10.5,burrito:Chicken Burrito
4747,West Hartford - West End,CT,41.7517,-72.7151,10.5,burrito:Chicken Burrito
4797,Naugatuck,CT,41.502117,-73.051666,10.8,burrito:Chicken Burrito
4863,South Windsor,CT,41.81653,-72.55395,10.65,burrito:Chicken Burrito
4901,Colchester CT,CT,41.571822,-72.335933,10.5,burrito:Chicken Burrito
4902,Waterford - Boston Post Road,CT,41.341656,-72.125976,9.8,burrito:Chicken Burrito
5197,Wilton/Norwalk,CT,41.162098,-73.417603,10.35,burrito:Chicken Burrito
5524,Berlin CT,CT,41.630704,-72.759209,10.5,burrito:Chicken Burrito
5638,Killingly,CT,41.841684,-71.882721,9.8,burrito:Chicken Burrito
5865,Darien Noroton,CT,41.069515,-73.498604,11.15,burrito:Chicken Burrito
102,Woodley Park,DC,38.923709,-77.051902,10.95,burrito:Chicken Burrito
1318,Union Station,DC,38.897689,-77.006884,10.35,burrito:Chicken Burrito
1390,Columbia Heights DC,DC,38.929686,-77.032503,10.15,burrito:Chicken Burrito
1484,Glover Park DC,DC,38.920921,-77.072149,9.8,burrito:Chicken Burrito
154,Tenleytown,DC,38.945028,-77.077721,9.8,burrito:Chicken Burrito
1579,CityVista,DC,38.903056,-77.018838,10.65,burrito:Chicken Burrito
1691,Barracks Row,DC,38.883258,-76.995243,10.15,burrito:Chicken Burrito
1969,Rhode Island Row,DC,38.920899,-76.993967,10.8,burrito:Chicken Burrito
1973,GW,DC,38.900173,-77.04574,9.65,burrito:Chicken Burrito
2039,14th Street,DC,38.910014,-77.032171,10.65,burrito:Chicken Burrito
2543,McPherson Square,DC,38.903098,-77.033677,10.15,burrito:Chicken Burrito
2565,Catholic,DC,38.932191,-76.996401,9.8,burrito:Chicken Burrito
2881,Ballpark Square,DC,38.87547,-77.006141,9.95,burrito:Chicken Burrito
3146,Dakota Crossing,DC,38.920086,-76.952888,10.5,burrito:Chicken Burrito
3225,Shops at Park Village,DC,38.84647,-76.980385,10.95,burrito:Chicken Burrito
3823,Penn Branch,DC,38.869485,-76.959413,10.5,burrito:Chicken Burrito
3910,Dupont South,DC,38.907536,-77.042711,9.8,burrito:Chicken Burrito
4079,Chinatown,DC,38.898906,-77.022229,10.35,burrito:Chicken Burrito
4166,1001 Penn Ave NW,DC,38.89516,-77.026491,10.5,burrito:Chicken Burrito
449,Georgetown #2,DC,38.905302,-77.06455,10.15,burrito:Chicken Burrito
4959,NOMA,DC,38.904566,-77.006482,10.5,burrito:Chicken Burrito
1447,Dover DE,DE,39.186768,-75.536549,9.65,burrito:Chicken Burrito
1540,Univ of Delaware,DE,39.683617,-75.747669,9.5,burrito:Chicken Burrito
1833,Rehoboth,DE,38.717848,-75.111212,10.35,burrito:Chicken Burrito
2483,Middletown DE,DE,39.445845,-75.734678,10.15,burrito:Chicken Burrito
2497,Christiana Mall,DE,39.678692,-75.651317,10.35,burrito:Chicken Burrito
2699,Kirkwood Highway,DE,39.732958,-75.639545,10.5,burrito:Chicken Burrito
3154,NEW CASTLE DELAWARE,DE,39.662139,-75.608966,10.5,burrito:Chicken Burrito
3234,Churchmans Road,DE,39.687652,-75.652467,10.15,burrito:Chicken Burrito
3425,Fairfax DE,DE,39.790929,-75.54585,10.35,burrito:Chicken Burrito
3630,S Dover Camden,DE,39.10693,-75.54102,9.65,burrito:Chicken Burrito
4261,Bear DE,DE,39.628947,-75.66606,9.95,burrito:Chicken Burrito
5140,Milford DE,DE,38.933225,-75.430847,9.95,burrito:Chicken Burrito
5285,Claymont,DE,39.803842,-75.456285,10.5,burrito:Chicken Burrito
5387,Bayberry,DE,39.503884,-75.682071,10.35,burrito:Chicken Burrito
1032,Pembroke Pines,FL,26.008504,-80.294944,9.65,burrito:Chicken Burrito
1040,Sarasota,FL,27.318122,-82.5294,9.65,burrito:Chicken Burrito
1041,Tyrone,FL,27.785704,-82.728901,9.8,burrito:Chicken Burrito
1058,South Miami,FL,25.699534,-80.295008,8.75,burrito:Chicken Burrito
1136,Winter Garden,FL,28.520935,-81.586791,9.5,burrito:Chicken Burrito
1143,Clermont,FL,28.54576,-81.730085,9.95,burrito:Chicken Burrito
1177,Markets at Town Center,FL,30.254629,-81.532771,9.35,burrito:Chicken Burrito
1181,Mandarin Riverplace,FL,30.173643,-81.627794,9.65,burrito:Chicken Burrito
1203,Miami Lakes,FL,25.912891,-80.330937,8.95,burrito:Chicken Burrito
1217,Delray Beach,FL,26.439234,-80.078439,9.35,burrito:Chicken Burrito
1258,St. Lucie West,FL,27.310724,-80.40644,9.35,burrito:Chicken Burrito
1259,Willa Springs,FL,28.646918,-81.270118,9.35,burrito:Chicken Burrito
1289,Dr. Phillips Marketplace,FL,28.450619,-81.488967,10.15,burrito:Chicken Burrito
1290,Hialeah 2,FL,25.867037,-80.291961,9.35,burrito:Chicken Burrito
1315,East Hollywood,FL,26.048639,-80.159491,9.65,burrito:Chicken Burrito
1328,Countryside,FL,28.014723,-82.734477,9.5,burrito:Chicken Burrito
1375,University Town Center Sarasota,FL,27.387703,-82.458142,10.15,burrito:Chicken Burrito
1379,Westwinds West Boca,FL,26.365991,-80.202361,8.75,burrito:Chicken Burrito
1404,Miami Gardens,FL,25.941296,-80.306469,9.5,burrito:Chicken Burrito
1410,Turtle Run at Coral Springs,FL,26.283501,-80.202614,9.5,burrito:Chicken Burrito
1494,Gunn Highway Citrus Park,FL,28.066482,-82.570505,9.2,burrito:Chicken Burrito
1499,South Lakeland,FL,28.001635,-81.956539,9.35,burrito:Chicken Burrito
1502,Bal Harbour Square Fort Lauderdale,FL,26.150574,-80.11891,9.35,burrito:Chicken Burrito
1508,Aventura,FL,25.950186,-80.145689,9.5,burrito:Chicken Burrito
1534,Florida State University,FL,30.448801,-84.311136,8.45,burrito:Chicken Burrito
1535,Governors Square Tallahassee,FL,30.43616,-84.258393,8.95,burrito:Chicken Burrito
1564,Stuart Center North,FL,27.177976,-80.236088,9.8,burrito:Chicken Burrito
1565,Palm Beach Gardens,FL,26.838797,-80.108903,9.2,burrito:Chicken Burrito
1577,Naples Mercato,FL,26.254143,-81.800193,10.15,burrito:Chicken Burrito
1626,Brandon-Bloomingdale Avenue,FL,27.893163,-82.272361,9.95,burrito:Chicken Burrito
1689,Garden Shops Boca Raton,FL,26.349524,-80.157448,9.5,burrito:Chicken Burrito
1701,Davie Tower Shops,FL,26.094295,-80.250364,9.65,burrito:Chicken Burrito
1787,East Boca Raton,FL,26.365568,-80.078995,8.75,burrito:Chicken Burrito
1839,Melbourne,FL,28.078431,-80.647537,8.95,burrito:Chicken Burrito
1844,Port Orange Gateway Center,FL,29.111362,-81.02642,9.2,burrito:Chicken Burrito
1859,Vero Beach,FL,27.638345,-80.447965,9.95,burrito:Chicken Burrito
1860,Fort Lauderdale North,FL,26.187778,-80.11561,9.5,burrito:Chicken Burrito
1870,Millenia Mall Orlando,FL,28.485062,-81.431721,10.15,burrito:Chicken Burrito
1871,The Gardens Mall,FL,26.849017,-80.08515,9.5,burrito:Chicken Burrito
1883,Apopka - Wekiva,FL,28.673578,-81.469972,9.8,burrito:Chicken Burrito
1912,Fort Lauderdale South,FL,26.100851,-80.126664,9.65,burrito:Chicken Burrito
1914,Lantana & Jog,FL,26.587637,-80.147145,9.95,burrito:Chicken Burrito
1918,Coral Gables,FL,25.749328,-80.254359,9.15,burrito:Chicken Burrito
1971,Ocala 2,FL,29.167095,-82.16836,9.65,burrito:Chicken Burrito
1992,River City Pointe Place,FL,30.481461,-81.637563,9.5,burrito:Chicken Burrito
2014,Pinecrest,FL,25.657071,-80.327515,9.15,burrito:Chicken Burrito
2052,Viera,FL,28.239152,-80.728458,9.2,burrito:Chicken Burrito
2056,Carriage Gate Tallahassee,FL,30.504443,-84.249691,8.75,burrito:Chicken Burrito
2058,Brandon Mall Food Court,FL,27.932241,-82.324896,9.95,burrito:Chicken Burrito
2085,Point Royale Cutler Bay,FL,25.58961,-80.35868,9.8,burrito:Chicken Burrito
2105,Jupiter,FL,26.934223,-80.130662,9.65,burrito:Chicken Burrito
2111,Cypress Creek,FL,26.204836,-80.147477,9.15,burrito:Chicken Burrito
2120,Mount Dora,FL,28.824581,-81.640709,9.15,burrito:Chicken Burrito
2147,Coral Landing Palm Harbor,FL,28.073064,-82.738312,9.65,burrito:Chicken Burrito
2170,International Plaza Food Court,FL,27.96499,-82.521147,9.8,burrito:Chicken Burrito
2198,Brandon Town Center,FL,27.938726,-82.323634,9.35,burrito:Chicken Burrito
2200,St. Cloud FL,FL,28.2526,-81.316273,9.95,burrito:Chicken Burrito
2219,Gulf Coast Fort Myers,FL,26.491847,-81.786788,8.6,burrito:Chicken Burrito
2265,Destin Commons,FL,30.390646,-86.424125,10.15,burrito:Chicken Burrito
2266,Deerfield Beach,FL,26.307095,-80.093134,9.5,burrito:Chicken Burrito
2276,Sanford,FL,28.800126,-81.333621,9.95,burrito:Chicken Burrito
2277,St. Augustine,FL,29.869556,-81.323824,8.95,burrito:Chicken Burrito
2280,Pier Park,FL,30.218221,-85.873395,10.15,burrito:Chicken Burrito
2285,College & 41 Fort Myers,FL,26.558735,-81.871156,9.8,burrito:Chicken Burrito
2306,Fountain Square,FL,25.769252,-80.359821,8.6,burrito:Chicken Burrito
2352,Jensen Beach,FL,27.234775,-80.26764,9.95,burrito:Chicken Burrito
2353,Southchase,FL,28.381376,-81.404894,9.2,burrito:Chicken Burrito
2362,Casselberry,FL,28.659711,-81.340747,9.2,burrito:Chicken Burrito
2391,Dale Mabry & Gandy,FL,27.89347,-82.505875,9.8,burrito:Chicken Burrito
2416,Pompano,FL,26.260632,-80.09892,9.95,burrito:Chicken Burrito
2417,Miramar,FL,25.980247,-80.356945,9.35,burrito:Chicken Burrito
2445,Dania Beach,FL,26.033066,-80.142053,9.65,burrito:Chicken Burrito
2448,North Lakeland,FL,28.095807,-81.974674,9.8,burrito:Chicken Burrito
2465,New Tampa Highwoods Preserve,FL,28.131275,-82.365765,9.35,burrito:Chicken Burrito
2487,Lauderhill,FL,26.191573,-80.252616,9.65,burrito:Chicken Burrito
2488,Sawgrass Mills Food Court,FL,26.149969,-80.324577,9.8,burrito:Chicken Burrito
2489,Doral 87th Avenue,FL,25.793463,-80.337645,9.35,burrito:Chicken Burrito
2515,Ormond Beach,FL,29.263973,-81.105463,9.65,burrito:Chicken Burrito
2546,Celebration,FL,28.332154,-81.5328,9.95,burrito:Chicken Burrito
2547,Beach and Hodges,FL,30.287145,-81.460377,9.2,burrito:Chicken Burrito
2548,Dale Mabry & Walnut,FL,27.960183,-82.505162,9.8,burrito:Chicken Burrito
2580,Winter Haven,FL,28.003614,-81.717516,9.8,burrito:Chicken Burrito
2606,Homestead,FL,25.479033,-80.441929,9.35,burrito:Chicken Burrito
2644,Bartram Park,FL,30.141352,-81.546654,9.95,burrito:Chicken Burrito
2645,Port Richey,FL,28.290794,-82.711856,9.8,burrito:Chicken Burrito
2661,Greenacres,FL,26.648232,-80.146114,9.8,burrito:Chicken Burrito
2671,Davie South,FL,26.046949,-80.251057,9.35,burrito:Chicken Burrito
2697,North Port,FL,27.037397,-82.216243,9.8,burrito:Chicken Burrito
2698,Colonial & 75 Fort Myers,FL,26.608354,-81.810544,9.95,burrito:Chicken Burrito
2707,Coral Way - Westchester,FL,25.749193,-80.336108,9.15,burrito:Chicken Burrito
2714,Jacksonville Beach,FL,30.271266,-81.388854,9.8,burrito:Chicken Burrito
2722,Naples Plaza,FL,26.172115,-81.800797,10.15,burrito:Chicken Burrito
2734,North St Pete,FL,27.804778,-82.638811,9.5,burrito:Chicken Burrito
2735,North Gainesville,FL,29.673671,-82.338755,8.75,burrito:Chicken Burrito
2736,Oviedo,FL,28.656311,-81.203357,9.15,burrito:Chicken Burrito
2745,Orlando Airport Term 2 FC,FL,28.435619,-81.301496,9.8,burrito:Chicken Burrito
2801,East Largo,FL,27.916774,-82.731462,9.5,burrito:Chicken Burrito
2809,Shoppes at Coconut Point,FL,26.403693,-81.811402,10.15,burrito:Chicken Burrito
2860,South Naples,FL,26.065696,-81.69842,10.15,burrito:Chicken Burrito
2861,North Boca Raton,FL,26.400771,-80.12049,9.2,burrito:Chicken Burrito
2870,Lake Nona,FL,28.386963,-81.244816,9.2,burrito:Chicken Burrito
2897,Millenia Boulevard,FL,28.49295,-81.428624,9.95,burrito:Chicken Burrito
2910,Cape Coral Del Prado,FL,26.610907,-81.940712,9.95,burrito:Chicken Burrito
2916,Sunrise and University,FL,26.147349,-80.256339,9.8,burrito:Chicken Burrito
2946,Sarasota Towne Center,FL,27.337573,-82.463371,9.95,burrito:Chicken Burrito
2989,Seminole City Center,FL,27.841562,-82.79449,9.65,burrito:Chicken Burrito
2992,West Delray Beach,FL,26.457981,-80.118699,9.65,burrito:Chicken Burrito
2994,Spring Hill,FL,28.534012,-82.50673,9.95,burrito:Chicken Burrito
2996,North Coral Springs,FL,26.287408,-80.250916,9.2,burrito:Chicken Burrito
3033,Hialeah Gardens,FL,25.894804,-80.350866,9.35,burrito:Chicken Burrito
3034,Airport West,FL,25.808885,-80.315344,9.2,burrito:Chicken Burrito
3059,West Boynton Beach,FL,26.526247,-80.185791,9.35,burrito:Chicken Burrito
3060,Cape Coral Marketplace,FL,26.673058,-81.928224,9.65,burrito:Chicken Burrito
3081,Panama City,FL,30.189106,-85.653816,10.15,burrito:Chicken Burrito
3082,Largo Ulmerton Road,FL,27.894106,-82.780083,9.5,burrito:Chicken Burrito
3087,Lejeune Road Miami,FL,25.773037,-80.264107,9.5,burrito:Chicken Burrito
3101,Windermere,FL,28.493258,-81.509186,9.8,burrito:Chicken Burrito
3102,Westchase,FL,28.043503,-82.590416,9.5,burrito:Chicken Burrito
3109,Palm Coast,FL,29.476264,-81.196113,9.15,burrito:Chicken Burrito
3110,Trinity,FL,28.205174,-82.66659,9.8,burrito:Chicken Burrito
3152,Regency Jacksonville,FL,30.319345,-81.55503,9.2,burrito:Chicken Burrito
3157,Azalea Park,FL,28.514189,-81.311058,9.35,burrito:Chicken Burrito
3158,Riverbend Fort Lauderdale,FL,26.091092,-80.180294,9.35,burrito:Chicken Burrito
3169,Coral Reef 2,FL,25.626448,-80.394877,9.35,burrito:Chicken Burrito
3189,Donald Ross Road,FL,26.882528,-80.115425,9.5,burrito:Chicken Burrito
3190,Deland,FL,28.986665,-81.299716,9.2,burrito:Chicken Burrito
3203,Osceola Parkway Kissimmee,FL,28.346074,-81.486706,9.95,burrito:Chicken Burrito
3232,Kendall Mall,FL,25.686898,-80.36474,9.5,burrito:Chicken Burrito
3241,LPGA Daytona,FL,29.21884,-81.097244,9.8,burrito:Chicken Burrito
3269,Aventura Mall Food Court,FL,25.957414,-80.146767,9.65,burrito:Chicken Burrito
3270,Lakewood Ranch,FL,27.4323,-82.424,9.65,burrito:Chicken Burrito
3286,Vineland Pointe,FL,28.393644,-81.485626,9.65,burrito:Chicken Burrito
3308,Wesley Chapel,FL,28.19322,-82.395242,9.35,burrito:Chicken Burrito
3320,Riverside Ave Jacksonville,FL,30.324183,-81.670311,9.65,burrito:Chicken Burrito
3341,Temple Terrace,FL,28.054882,-82.3993,8.75,burrito:Chicken Burrito
3342,Dillard & 50,FL,28.55143,-81.585396,9.35,burrito:Chicken Burrito
3383,Beacon Lakes,FL,25.789777,-80.38703,8.75,burrito:Chicken Burrito
3393,Oakleaf,FL,30.196359,-81.829889,10.15,burrito:Chicken Burrito
3462,Blue Lagoon,FL,25.781982,-80.286966,8.95,burrito:Chicken Burrito
3466,Davenport,FL,28.224933,-81.645096,10.15,burrito:Chicken Burrito
3471,West Kissimmee,FL,28.34644,-81.611278,9.65,burrito:Chicken Burrito
3497,East Boynton Beach,FL,26.513494,-80.056953,9.8,burrito:Chicken Burrito
3510,Brickell,FL,25.766521,-80.207835,9.8,burrito:Chicken Burrito
3511,Stadium Centre at FSU,FL,30.435213,-84.294207,9.15,burrito:Chicken Burrito
3523,Okeechobee and Skees,FL,26.706506,-80.158953,9.15,burrito:Chicken Burrito
3538,North Miami Beach,FL,25.928778,-80.183109,9.35,burrito:Chicken Burrito
3575,Titusville,FL,28.584646,-80.802193,8.95,burrito:Chicken Burrito
360,Winter Park,FL,28.593625,-81.365317,9.2,burrito:Chicken Burrito
3604,Cagan Crossings,FL,28.355704,-81.676349,10.15,burrito:Chicken Burrito
3608,Yulee,FL,30.625168,-81.542989,9.65,burrito:Chicken Burrito
3610,9 Mile,FL,30.533027,-87.227573,9.5,burrito:Chicken Burrito
3631,West Bird Road,FL,25.729034,-80.42804,9.35,burrito:Chicken Burrito
3632,Northlake Blvd FL,FL,26.80864,-80.090616,10.15,burrito:Chicken Burrito
3654,Roosevelt Square,FL,30.278023,-81.719544,9.35,burrito:Chicken Burrito
3668,Pensacola-Cordova Mall,FL,30.474259,-87.209737,8.95,burrito:Chicken Burrito
3685,Palm Beach Gardens East,FL,26.846418,-80.059898,9.8,burrito:Chicken Burrito
3686,Tradition Port St Lucie,FL,27.268017,-80.432634,9.65,burrito:Chicken Burrito
3687,Zephyrhills,FL,28.269062,-82.187591,9.2,burrito:Chicken Burrito
3707,Leesburg FL 2,FL,28.821624,-81.783433,9.95,burrito:Chicken Burrito
3721,Miami Gardens & NW 27th Avenue,FL,25.940701,-80.244756,9.65,burrito:Chicken Burrito
3749,Landmark North Doral,FL,25.827346,-80.368546,9.15,burrito:Chicken Burrito
3757,Lake City,FL,30.180902,-82.681702,9.2,burrito:Chicken Burrito
3759,Buena Ventura Lakes,FL,28.364094,-81.365211,9.65,burrito:Chicken Burrito
3788,West Melbourne,FL,28.036206,-80.667366,9.65,burrito:Chicken Burrito
3799,Odessa FL,FL,28.188057,-82.551875,9.65,burrito:Chicken Burrito
3855,Lake Worth and Polo Road,FL,26.61651,-80.18447,9.65,burrito:Chicken Burrito
3858,Ft. Walton,FL,30.426197,-86.640595,9.8,burrito:Chicken Burrito
3868,Fleming Island,FL,30.101669,-81.715524,9.35,burrito:Chicken Burrito
3875,Ellenton,FL,27.532086,-82.501768,9.5,burrito:Chicken Burrito
3908,Poinciana,FL,28.156896,-81.440713,9.15,burrito:Chicken Burrito
3914,New Smyrna Beach,FL,29.014406,-80.941199,9.15,burrito:Chicken Burrito
3921,Casselberry South,FL,28.629809,-81.318099,9.2,burrito:Chicken Burrito
3934,Valrico,FL,27.938434,-82.257814,9.65,burrito:Chicken Burrito
3963,Midtown Miami,FL,25.80706,-80.194655,9.35,burrito:Chicken Burrito
3966,Reunion FL,FL,28.259117,-81.597977,9.8,burrito:Chicken Burrito
3969,Union Park Orlando,FL,28.568565,-81.216403,9.15,burrito:Chicken Burrito
4005,South Lake Worth,FL,26.571444,-80.112039,9.8,burrito:Chicken Burrito
4031,University&Phillips Highway,FL,30.262889,-81.62294,9.15,burrito:Chicken Burrito
4037,Port Charlotte,FL,27.006174,-82.133263,9.8,burrito:Chicken Burrito
4067,Lady Lake,FL,28.931606,-81.932597,9.2,burrito:Chicken Burrito
4089,Dale Mabry & Waters,FL,28.023987,-82.504363,9.8,burrito:Chicken Burrito
4106,Winter Springs,FL,28.697198,-81.263692,9.8,burrito:Chicken Burrito
4112,South Boynton Beach,FL,26.5061,-80.1228,9.65,burrito:Chicken Burrito
4131,East Miramar,FL,25.979075,-80.314588,9.5,burrito:Chicken Burrito
4133,Brandon Causeway,FL,27.923045,-82.326399,9.5,burrito:Chicken Burrito
4149,Palm City,FL,27.17164,-80.29642,9.95,burrito:Chicken Burrito
4151,North Deland,FL,29.055,-81.303,9.5,burrito:Chicken Burrito
4152,East Sanford,FL,28.761273,-81.284415,9.5,burrito:Chicken Burrito
4184,Atlantic Blvd. & Kernan,FL,30.3215,-81.4966,9.95,burrito:Chicken Burrito
4204,Gulf Breeze,FL,30.358084,-87.165792,9.65,burrito:Chicken Burrito
4222,Margate,FL,26.235515,-80.203871,9.35,burrito:Chicken Burrito
4225,Vine&Bass Kissimmee,FL,28.303186,-81.455795,9.95,burrito:Chicken Burrito
4245,Longwood,FL,28.686288,-81.414169,9.65,burrito:Chicken Burrito
4246,Minneola FL,FL,28.591265,-81.722555,9.95,burrito:Chicken Burrito
4313,Silver Springs FL,FL,29.209146,-82.067245,9.95,burrito:Chicken Burrito
4328,South Orange Park,FL,30.142174,-81.767095,9.5,burrito:Chicken Burrito
4332,Beach and University,FL,30.293697,-81.604056,9.5,burrito:Chicken Burrito
4351,MiMo,FL,25.825429,-80.18701,9.35,burrito:Chicken Burrito
4352,East Pembroke Pines,FL,26.009558,-80.257388,9.95,burrito:Chicken Burrito
4368,Riverview Big Bend,FL,27.791293,-82.337833,9.8,burrito:Chicken Burrito
4385,Fort Pierce,FL,27.418328,-80.380507,9.95,burrito:Chicken Burrito
442,East Colonial,FL,28.55358,-81.346916,9.35,burrito:Chicken Burrito
4423,Inverness FL,FL,28.835554,-82.341252,9.2,burrito:Chicken Burrito
4437,West Hillsboro Boulevard,FL,26.318392,-80.148341,9.95,burrito:Chicken Burrito
4448,Winter Park East,FL,28.597627,-81.306632,9.8,burrito:Chicken Burrito
4456,Lake Cay,FL,28.426477,-81.44455,9.8,burrito:Chicken Burrito
4517,North Wesley Chapel,FL,28.23927,-82.33807,9.5,burrito:Chicken Burrito
4528,Baymeadows,FL,30.220468,-81.5678,9.5,burrito:Chicken Burrito
4555,Royal Palm Beach,FL,26.682198,-80.240934,9.5,burrito:Chicken Burrito
457,U of Central Florida,FL,28.597189,-81.216485,8.75,burrito:Chicken Burrito
4591,Vista Palms,FL,28.461004,-81.271599,10.35,burrito:Chicken Burrito
4627,Flamingo Crossings,FL,28.375077,-81.615957,9.35,burrito:Chicken Burrito
4653,Melbourne North,FL,28.189863,-80.671335,9.8,burrito:Chicken Burrito
4657,Haines City,FL,28.11834,-81.64031,9.5,burrito:Chicken Burrito
4661,Merritt Island,FL,28.356587,-80.691353,9.35,burrito:Chicken Burrito
4669,New Port Richey,FL,28.27425,-82.67378,9.95,burrito:Chicken Burrito
4697,West Apopka,FL,28.68563,-81.532751,9.65,burrito:Chicken Burrito
